card_id	german	target_gloss	status	matched_form	expected_pos	example_german	example_english	tatoeba_attribution
x10373	beitragen zu	to contribute to	sourced	beitragen	AUX,VERB	Der Bau einer Autobahn wird zum Wachstum der Vororte beitragen.	The construction of a highway will contribute to the growth of the suburbs.	CC-BY 2.0 (France) Attribution: tatoeba.org #21073 (CK) & #1865309 (Zaghawa)
x10374	zurückzuführen sein auf	to be attributable to	sourced	sein	AUX,VERB	Sein Erfolg ist eher auf Fleiß denn auf Genie zurückzuführen.	His success is attributed more to hard work than to genius.	CC-BY 2.0 (France) Attribution: tatoeba.org #327925 (CM) & #12408045 (Waldelfe)
x10375	sich ergeben aus	to result from	sourced	ergibt	AUX,VERB	Aus zwei plus zwei ergibt sich vier.	Two plus two make four.	CC-BY 2.0 (France) Attribution: tatoeba.org #10712677 (sundown) & #1604282 (al_ex_an_der)
x10376	sich auswirken auf	to affect	sourced	auswirken	AUX,VERB	Es ist dringend notwendig zu verstehen, wie der Klimawandel sich auf unser Leben auswirken wird.	There is an urgent need for understanding how climate change will affect our lives.	CC-BY 2.0 (France) Attribution: tatoeba.org #903714 (CK) & #5763642 (Pfirsichbaeumchen)
x10377	sich beziehen auf	to refer to	sourced	bezog	AUX,VERB	Der Redner bezog sich ab und an auf seine Notizen.	The speaker sometimes referred to his notes.	CC-BY 2.0 (France) Attribution: tatoeba.org #241159 (CM) & #905016 (Sudajaengi)
x10378	sich befassen mit	to deal with	sourced	befasst	AUX,VERB	Mit dem Problem wird sich bald befasst werden.	The problem will soon be dealt with.	CC-BY 2.0 (France) Attribution: tatoeba.org #43698 (CK) & #2378620 (Tamy)
x10379	sich auseinandersetzen mit	to engage critically with	sourced	auseinanderzusetzen	AUX,VERB	Toms Französisch verbesserte sich, nachdem er angefangen hatte, sich mit der Grammatik auseinanderzusetzen.	Tom’s French got better after he started studying grammar.	CC-BY 2.0 (France) Attribution: tatoeba.org #9314495 (DJ_Saidez) & #9512621 (Pfirsichbaeumchen)
x10380	sich eignen für	to be suitable for	sourced	eignet	AUX,VERB	In einfachem Englisch geschrieben, eignet sich das Buch auch für Anfänger.	Written as it is in plain English, the book is suitable for beginners.	CC-BY 2.0 (France) Attribution: tatoeba.org #60808 (Eldad) & #646827 (Pfirsichbaeumchen)
x10381	sich unterscheiden von	to differ from	sourced	unterscheiden	AUX,VERB	Deine Vorstellungen die Regierung betreffend unterscheiden sich von den meinen.	Your ideas about the government are different from mine.	CC-BY 2.0 (France) Attribution: tatoeba.org #271412 (CM) & #5175294 (Pfirsichbaeumchen)
x10382	gewährleisten	to ensure	sourced	gewährleisten	AUX,VERB	Ich werde alles in meiner Macht Stehende tun, um die Sicherheit Ihrer Kinder zu gewährleisten.	I’ll do everything within my power to make sure your children are safe.	CC-BY 2.0 (France) Attribution: tatoeba.org #1096440 (CK) & #3274950 (Pfirsichbaeumchen)
x10383	umsetzen	to implement	sourced	umsetzen	AUX,VERB	Glauben Sie, Sie können Ihre Idee in die Praxis umsetzen?	Do you think that you can put your idea into practice?	CC-BY 2.0 (France) Attribution: tatoeba.org #17326 (Chrikaru) & #969148 (Sudajaengi)
x10384	optimieren	to optimize	sourced	optimiert	AUX,VERB	Der Herstellungsprozess wurde optimiert.	The manufacturing process has been streamlined.	CC-BY 2.0 (France) Attribution: tatoeba.org #6030406 (Chrikaru) & #6032139 (hjoest)
x10385	koordinieren	to coordinate	unsourced		AUX,VERB			
x10386	delegieren	to delegate	unsourced		AUX,VERB			
x10387	priorisieren	to prioritize	unsourced		AUX,VERB			
x10388	verhandeln	to negotiate	sourced	verhandeln	AUX,VERB	Seine Aufgabe besteht darin, mit ausländischen Käufern zu verhandeln.	His job is to negotiate with foreign buyers.	CC-BY 2.0 (France) Attribution: tatoeba.org #286425 (CM) & #1045247 (Sudajaengi)
x10389	festlegen	to determine	sourced	festlegen	AUX,VERB	Lasst uns drei Uhr festlegen.	Let’s make it three o’clock.	CC-BY 2.0 (France) Attribution: tatoeba.org #971303 (Hans07) & #971307 (Hans07)
x10390	feststellen	to determine / establish	sourced	feststellen	AUX,VERB	Wir müssen feststellen, wie viele Leute die Absicht haben, mitzukommen.	We need to find out how many people are planning to go with us.	CC-BY 2.0 (France) Attribution: tatoeba.org #3312625 (CK) & #7165744 (raggione)
x10391	überprüfen	to verify / review	sourced	überprüfen	AUX,VERB	Wir haben keine Möglichkeit, das zu überprüfen.	We have no way to verify this.	CC-BY 2.0 (France) Attribution: tatoeba.org #5238196 (CK) & #5238899 (brauchinet)
x10392	erfassen	to capture / record	sourced	erfasst	AUX,VERB	Von allen Studierenden wurden Name und Geburtsort erfasst.	Every student was asked his or her name and birthplace.	CC-BY 2.0 (France) Attribution: tatoeba.org #37487 (CS) & #5897434 (raggione)
x10393	erheben	to collect / raise	sourced	erheben	AUX,VERB	Ich glaube, der Präsident wird gegen die Gesetzesvorlage Einspruch erheben.	I think the president’s going to veto the bill.	CC-BY 2.0 (France) Attribution: tatoeba.org #10361493 (CK) & #11162760 (Oldman)
x10394	auswerten	to evaluate data	unsourced		AUX,VERB			
x10395	beobachten	to observe	sourced	beobachten	AUX,VERB	Wenn Sie Journalist sein wollen, müssen Sie gut beobachten.	If you want to be a newspaperman, you have to be observant.	CC-BY 2.0 (France) Attribution: tatoeba.org #2049779 (CK) & #2049942 (Tamy)
x10396	veröffentlichen	to publish	sourced	veröffentlicht	AUX,VERB	Die Rede des Gouverneurs wurde in der Zeitschrift veröffentlicht.	The governor’s speech was published in the magazine.	CC-BY 2.0 (France) Attribution: tatoeba.org #277027 (CM) & #741663 (Esperantostern)
x10397	zitieren	to cite	sourced	zitieren	AUX,VERB	Bitte zitieren Sie mich nicht.	Please don’t quote me.	CC-BY 2.0 (France) Attribution: tatoeba.org #3089453 (Hybrid) & #3089670 (freddy1)
x10398	verweisen auf	to refer to	sourced	verwies	AUX,VERB	Er verwies auf mein Buch.	He made reference to my book.	CC-BY 2.0 (France) Attribution: tatoeba.org #297952 (CM) & #1553913 (Esperantostern)
x10399	kritisch	critical	sourced	kritisch	ADJ,ADV	Dieser Artikel äußert sich kritisch über die Art, auf die diese Angelegenheit untersucht wird.	This article is critical of the way investigations are being made into the matter.	CC-BY 2.0 (France) Attribution: tatoeba.org #59736 (CK) & #1682445 (Zaghawa)
x10400	wesentlich	essential / substantial	sourced	wesentlich	ADJ,ADV	Es ist wesentlich, dass du die Situation verstehst.	It’s essential that you understand the situation.	CC-BY 2.0 (France) Attribution: tatoeba.org #1051704 (CK) & #2174983 (Zaghawa)
x10401	erheblich	considerable	sourced	erheblich	ADJ,ADV	Toms Gesundheitszustand hat sich in letzter Zeit erheblich verschlechtert.	Tom’s health has declined a lot recently.	CC-BY 2.0 (France) Attribution: tatoeba.org #2509501 (sharptoothed) & #2514592 (al_ex_an_der)
x10402	geringfügig	minor	sourced	geringfügig	ADJ,ADV	Die Verkehrsprobleme unserer Stadt sind geringfügig verglichen mit Hauptstädten wie London oder New York.	Our city’s transport problems are minor when measured against capitals like London and New York.	CC-BY 2.0 (France) Attribution: tatoeba.org #57850 (CM) & #1306019 (samueldora)
x10403	angemessen	appropriate	sourced	angemessen	ADJ,ADV	Deine Kleidung ist für den Anlass nicht angemessen.	What you’re wearing isn’t appropriate for where we’re going.	CC-BY 2.0 (France) Attribution: tatoeba.org #6972079 (CK) & #6972084 (Pfirsichbaeumchen)
x10404	unzureichend	insufficient	sourced	unzureichend	ADJ,ADV	Seine Geographiekenntnisse sind unzureichend.	His knowledge of geography is insufficient.	CC-BY 2.0 (France) Attribution: tatoeba.org #1008529 (jakov) & #413199 (xtofu80)
x10405	nachvollziehbar	comprehensible	sourced	nachvollziehbar	ADJ,ADV	Unter diesen Umständen ist es nachvollziehbar.	Under these circumstances, it’s understandable.	CC-BY 2.0 (France) Attribution: tatoeba.org #10936035 (CM) & #13115249 (Yorwba)
x10406	plausibel	plausible	sourced	plausibel	ADJ,ADV	Das hört sich plausibel an.	It sounds very plausible.	CC-BY 2.0 (France) Attribution: tatoeba.org #4502220 (CK) & #5187484 (dispy)
x10407	widersprüchlich	contradictory	sourced	widersprüchlich	ADJ,ADV	Wäre das nicht ein bisschen widersprüchlich?	Wouldn’t that be a bit contradictory?	CC-BY 2.0 (France) Attribution: tatoeba.org #11336448 (sundown) & #9844761 (brauchinet)
x10408	eindeutig	unambiguous	sourced	eindeutigen	ADJ,ADV	Die Gespräche zwischen Arbeitern und Management kamen zu keinem eindeutigen Ergebnis.	The talk between labor and management yielded no definite results.	CC-BY 2.0 (France) Attribution: tatoeba.org #326331 (CM) & #601454 (BraveSentry)
x10409	mehrdeutig	ambiguous	unsourced		ADJ,ADV			
x10410	komplex	complex	sourced	komplex	ADJ,ADV	Die Fragestellung ist vielleicht auch zu komplex für Sie.	The question is perhaps too complex for you.	CC-BY 2.0 (France) Attribution: tatoeba.org #1490750 (niceguydave) & #622327 (BraveSentry)
x10411	umfangreich	extensive	sourced	umfangreiche	ADJ,ADV	Er gab uns eine so umfangreiche Hausaufgabe auf, dass wir protestierten.	He gave us such a long assignment that we protested.	CC-BY 2.0 (France) Attribution: tatoeba.org #292139 (CM) & #441763 (xtofu80)
x10412	effizient	efficient	sourced	effizienter	ADJ,ADV	Es ist effizienter, das so zu machen.	Doing it this way is more efficient.	CC-BY 2.0 (France) Attribution: tatoeba.org #7264705 (Hybrid) & #7267921 (Pfirsichbaeumchen)
x10413	wirksam	effective	sourced	wirksam	ADJ,ADV	Die Übungen sind einfach und wirksam.	The exercises are simple and effective.	CC-BY 2.0 (France) Attribution: tatoeba.org #1566880 (marcelostockle) & #1300171 (al_ex_an_der)
x10414	wirkungslos	ineffective	unsourced		ADJ,ADV			
x10415	langfristig	long-term	sourced	langfristig	ADJ,ADV	Abfälle werden langfristig auf einer Deponie abgelagert.	Waste is deposited in a landfill in the long term.	CC-BY 2.0 (France) Attribution: tatoeba.org #8717576 (foamy) & #8717575 (foamy)
x10416	kurzfristig	short-term	sourced	kurzfristigen	ADJ,ADV	Wir werden sicherstellen, dass niemand das amerikanische Volk für seinen eigenen kurzfristigen Vorteil ausnutzt.	We’re gonna make sure that no one is taking advantage of the American people for their own short-term gain.	CC-BY 2.0 (France) Attribution: tatoeba.org #897924 (BHO) & #1585923 (Zaghawa)
x10417	gegenwärtig	current / presently	sourced	gegenwärtige	ADJ,ADV	Er sagte, dass sie für das gegenwärtige Problem verantwortlich waren.	He said they were responsible for the present problem.	CC-BY 2.0 (France) Attribution: tatoeba.org #802707 (Source_VOA) & #1439333 (Espi)
x10418	zeitgleich	simultaneous	unsourced		ADV			
x10419	zunehmend	increasingly	sourced	zunehmend	ADJ,ADV	Das Atmen fiel zunehmend schwerer.	It became increasingly hard to breathe.	CC-BY 2.0 (France) Attribution: tatoeba.org #10475166 (sundown) & #1301241 (al_ex_an_der)
x10420	weitgehend	largely	sourced	weitgehend	ADJ,ADV	Mein Erfolg ist weitgehend deiner Hilfe zuzuschreiben.	My success is largely due to your help.	CC-BY 2.0 (France) Attribution: tatoeba.org #251279 (CM) & #1827764 (Tamy)
x10421	teilweise	partly	sourced	teilweise	ADJ,ADV	Das Folgende wurde teilweise einer wahren Geschichte nachempfunden.	The following was inspired in part by a true story.	CC-BY 2.0 (France) Attribution: tatoeba.org #982658 (darinmex) & #985417 (MUIRIEL)
x10422	grundsätzlich	in principle	sourced	grundsätzlich	ADJ,ADV	Ich stimme grundsätzlich zu.	I agree in principle.	CC-BY 2.0 (France) Attribution: tatoeba.org #4495549 (CK) & #8836694 (Pfirsichbaeumchen)
x10423	tendenziell	tendentially	unsourced		ADJ,ADV			
x10424	vermutlich	presumably	sourced	vermutlich	ADJ,ADV	Du weißt vermutlich mehr über mich als ich über dich.	You probably know more about me than I know about you.	CC-BY 2.0 (France) Attribution: tatoeba.org #3402273 (CK) & #3403904 (Pfirsichbaeumchen)
x10425	offenbar	apparently	sourced	offenbar	ADJ,ADV	Offenbar hört mir keiner zu.	Apparently, nobody listens to me.	CC-BY 2.0 (France) Attribution: tatoeba.org #8079426 (CK) & #8267494 (raggione)
x10426	keineswegs	by no means	sourced	keineswegs	ADV	Es ist keineswegs unmöglich, monatlich eine Million Yen zu verdienen.	It’s by no means impossible to earn one million yen a month.	CC-BY 2.0 (France) Attribution: tatoeba.org #238796 (CM) & #3131922 (Manfredo)
x10427	insofern	insofar	unsourced		ADV,CCONJ			
x10428	infolgedessen	as a consequence	unsourced		ADV			
x10429	demgegenüber	by contrast	unsourced		ADV			
x10430	dennoch	nevertheless	sourced	dennoch	ADV	Ich war müde, aber dennoch konnte ich nicht schlafen.	I was very tired, but I was nevertheless unable to sleep.	CC-BY 2.0 (France) Attribution: tatoeba.org #261396 (CM) & #1527516 (Pfirsichbaeumchen)
x10431	hingegen	whereas / in contrast	sourced	hingegen	ADV	Du bist jung; ich hingegen bin sehr alt.	You are young. I, on the contrary, am very old.	CC-BY 2.0 (France) Attribution: tatoeba.org #16013 (Swift) & #670398 (Pfirsichbaeumchen)
x10432	folglich	consequently	unsourced		ADV			
x10433	sofern	provided that	sourced	sofern	CCONJ	Wir können Ihnen nicht helfen, sofern Sie uns nicht helfen.	We can’t help you unless you help us.	CC-BY 2.0 (France) Attribution: tatoeba.org #1951858 (CK) & #2086191 (Espi)
x10434	falls	in case / if	sourced	falls	CCONJ,SCONJ	Ich gehe mit dir mit, falls du meine Hilfe brauchst.	I’ll go with you in case you need my help.	CC-BY 2.0 (France) Attribution: tatoeba.org #6658813 (CK) & #8083562 (raggione)
x10435	obgleich	although	sourced	obgleich	CCONJ	Obgleich die Argumente sehr vernünftig waren, war er nicht überzeugt.	Although the arguments were rational, he was not convinced.	CC-BY 2.0 (France) Attribution: tatoeba.org #325364 (CM) & #7724454 (raggione)
x10436	sobald	as soon as	sourced	sobald	CCONJ	Ich rufe Sie an, sobald ich wieder zu Hause bin.	I will give you a call as soon as I get home.	CC-BY 2.0 (France) Attribution: tatoeba.org #24211 (CK) & #12358955 (Pfirsichbaeumchen)
x10437	solange	as long as	sourced	solange	ADV,CCONJ,SCONJ	Solange du bei mir wohnst, befolgst du auch meine Regeln.	As long as you live in my house, you’ll follow my rules.	CC-BY 2.0 (France) Attribution: tatoeba.org #6100104 (OsoHombre) & #11910468 (Pfirsichbaeumchen)
x10438	indem	by doing / in that	sourced	indem	CCONJ	Nur indem wir das tun, können wir überleben.	Doing this is the only way we can survive.	CC-BY 2.0 (France) Attribution: tatoeba.org #9853974 (CK) & #12591699 (Waldelfe)
x10439	sodass	so that	unsourced		CCONJ			
x10440	wodurch	whereby	unsourced		ADV			
x10441	beziehungsweise	respectively / or rather	sourced	beziehungsweise	CCONJ	Ich gehe um drei beziehungsweise um Viertel nach drei.	I’ll go at three, or rather at a quarter past three.	CC-BY 2.0 (France) Attribution: tatoeba.org #2267170 (_undertoad) & #2298984 (Pfirsichbaeumchen)
x10442	insbesondere	in particular	unsourced		ADV			
x10443	hinsichtlich	with regard to	sourced	hinsichtlich	ADP	Was ist Ihre Meinung hinsichtlich der Angelegenheit?	What’s your opinion with regard to this matter?	CC-BY 2.0 (France) Attribution: tatoeba.org #56743 (CM) & #2561209 (Tamy)
x10444	bezüglich	regarding	sourced	bezüglich	ADJ,ADV	Du irrst dich bezüglich dessen, was ihn so nervös macht.	You are mistaken as to what makes him so nervous.	CC-BY 2.0 (France) Attribution: tatoeba.org #38643 (CK) & #1735334 (Pfirsichbaeumchen)
x10445	angesichts	in view of	sourced	angesichts	ADP	Angesichts von so viel Blut wendete sie sich voller Schrecken ab.	She turned away in horror at the sight of so much blood.	CC-BY 2.0 (France) Attribution: tatoeba.org #315717 (CM) & #1511836 (samueldora)
x10446	aufgrund	because of	sourced	aufgrund	ADP	Es kam aufgrund der Fahrlässigkeit des Fahrers zu dem Unfall.	The accident happened because of the driver’s negligence.	CC-BY 2.0 (France) Attribution: tatoeba.org #47112 (CM) & #2696899 (Pfirsichbaeumchen)
x10447	mithilfe	with the help of	unsourced		ADP			
x10448	unabhängig von	independent of	sourced	unabhängig	ADJ,ADV	Er ist wirtschaftlich nicht unabhängig von seinen Eltern.	He is not economically independent of his parents.	CC-BY 2.0 (France) Attribution: tatoeba.org #295717 (CM) & #753727 (Esperantostern)
x10449	im Rahmen	within the framework	sourced	rahmen	VERB	Ich werde Ihnen im Rahmen meiner Möglichkeiten helfen.	I’ll help you within the limits of my ability.	CC-BY 2.0 (France) Attribution: tatoeba.org #250140 (CK) & #538223 (xtofu80)
x10450	unter der Voraussetzung	on condition	sourced	voraussetzung	ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,SCONJ,VERB	Ich gehe unter der Voraussetzung, dass du mitkommst.	I’ll go provided you go with me.	CC-BY 2.0 (France) Attribution: tatoeba.org #2267172 (_undertoad) & #2298986 (Pfirsichbaeumchen)
x10451	zum einen	for one thing	sourced	einen	NUM,PRON,VERB	Zum einen habe ich kein Geld und zum anderen auch nicht die Zeit dazu.	For one thing, I don’t have any money. For another, I don’t have the time.	CC-BY 2.0 (France) Attribution: tatoeba.org #1327488 (CK) & #2023369 (Pfirsichbaeumchen)
x10452	zum anderen	for another	sourced	anderen	ADJ,ADV,PRON,VERB	Zum einen habe ich kein Geld und zum anderen auch nicht die Zeit dazu.	For one thing, I don’t have any money. For another, I don’t have the time.	CC-BY 2.0 (France) Attribution: tatoeba.org #1327488 (CK) & #2023369 (Pfirsichbaeumchen)
x10453	nicht nur	not only	sourced	nur	ADV,CCONJ	Nicht nur sein Sohn, sondern auch seine Tochter ist berühmt.	Not only his son, but his daughter is also famous.	CC-BY 2.0 (France) Attribution: tatoeba.org #661095 (CK) & #662113 (stefz)
x10454	sondern auch	but also	sourced	auch	ADV,INTJ	Nicht nur sein Sohn, sondern auch seine Tochter ist berühmt.	Not only his son, but his daughter is also famous.	CC-BY 2.0 (France) Attribution: tatoeba.org #661095 (CK) & #662113 (stefz)
x10455	sowohl	both	sourced	sowohl	CCONJ	Sowohl der Redakteur als auch der Verleger sind meine Cousins.	The editor and the publisher are both my cousins.	CC-BY 2.0 (France) Attribution: tatoeba.org #44080 (CK) & #438364 (xtofu80)
x10456	als auch	as well as	sourced	auch	ADV,INTJ	Er hat sowohl das Wissen als auch die Erfahrung.	He has knowledge and experience as well.	CC-BY 2.0 (France) Attribution: tatoeba.org #284639 (CM) & #1824030 (Tamy)
x10457	weder	neither	sourced	weder	CCONJ	Ich habe weder die Zeit noch die Kraft dazu.	I have neither the time nor the energy to do that.	CC-BY 2.0 (France) Attribution: tatoeba.org #6233107 (CK) & #12424923 (Pfirsichbaeumchen)
x10458	je nachdem	depending on	sourced	nachdem	CCONJ	Du kannst es tun oder lassen, je nachdem, was du willst.	You may either do that or not do that depending on what you want to do.	CC-BY 2.0 (France) Attribution: tatoeba.org #7118015 (CM) & #12689124 (Waldelfe)
x10459	implizieren	to imply	sourced	implizieren	AUX,VERB	Was willst du damit implizieren?	What are you implying?	CC-BY 2.0 (France) Attribution: tatoeba.org #38923 (Swift) & #10751696 (Yorwba)
x10460	ableiten	to derive / infer	sourced	abgeleitet	AUX,VERB	Eine Menge englischer Wörter sind aus dem Lateinischen abgeleitet.	Many English words are derived from Latin.	CC-BY 2.0 (France) Attribution: tatoeba.org #26344 (kebukebu) & #597278 (juwu)
x10461	herleiten	to derive	unsourced		AUX,VERB			
x10462	untermauern	to substantiate	sourced	untermauern	AUX,VERB	Ich hoffe, dass du deine Behauptungen auch mit Beweisen untermauern kannst.	I hope you’ve got some proof to back up your allegations.	CC-BY 2.0 (France) Attribution: tatoeba.org #3249577 (patgfisher) & #3252085 (Pfirsichbaeumchen)
x10463	relativieren	to qualify / put into perspective	unsourced		AUX,VERB			
x10464	problematisieren	to problematize	unsourced		AUX,VERB			
x10465	kontextualisieren	to contextualize	unsourced		AUX,VERB			
x10466	operationalisieren	to operationalize	unsourced		AUX,VERB			
x10467	validieren	to validate	unsourced		AUX,VERB			
x10468	quantifizieren	to quantify	unsourced		AUX,VERB			
x10469	qualifizieren	to qualify / characterize	sourced	qualifiziert	AUX,VERB	Genau genommen ist sie für den Job nicht qualifiziert.	Strictly speaking, she’s not qualified for the job.	CC-BY 2.0 (France) Attribution: tatoeba.org #239511 (CM) & #1757542 (Zaghawa)
x10470	systematisieren	to systematize	unsourced		AUX,VERB			
x10471	konzeptualisieren	to conceptualize	unsourced		AUX,VERB			
x10472	abstrahieren	to abstract	unsourced		AUX,VERB			
x10473	generalisieren	to generalize	unsourced		AUX,VERB			
x10474	spezifizieren	to specify	unsourced		AUX,VERB			
x10475	modellieren	to model	unsourced		AUX,VERB			
x10476	simulieren	to simulate	unsourced		AUX,VERB			
x10477	prognostizieren	to forecast	sourced	prognostiziert	AUX,VERB	Niemand hatte ein so starkes Absinken der Zinssätze prognostiziert.	Nobody anticipated such a sharp decline in interest rates.	CC-BY 2.0 (France) Attribution: tatoeba.org #41522 (CK) & #1989107 (Tamy)
x10478	korrelieren	to correlate	unsourced		AUX,VERB			
x10479	variieren	to vary	sourced	variieren	AUX,VERB	Die sozialen Gepflogenheiten variieren von Land zu Land.	Social customs vary from country to country.	CC-BY 2.0 (France) Attribution: tatoeba.org #265341 (CK) & #952509 (Sudajaengi)
x10480	divergieren	to diverge	unsourced		AUX,VERB			
x10481	konvergieren	to converge	unsourced		AUX,VERB			
x10482	resultieren	to result	unsourced		AUX,VERB			
x10483	indizieren	to indicate	unsourced		AUX,VERB			
x10484	manifestieren	to manifest	unsourced		AUX,VERB			
x10485	beeinträchtigen	to impair	sourced	beeinträchtigen	AUX,VERB	Deine Trinkerei fängt an, die Erfüllung deiner Pflichten zu beeinträchtigen.	Your drinking is starting to affect the performance of your duties.	CC-BY 2.0 (France) Attribution: tatoeba.org #706781 (darinmex) & #2976576 (Pfirsichbaeumchen)
x10486	begünstigen	to favor / facilitate	sourced	begünstigt	AUX,VERB	Sanfte Musik begünstigt oft das Einschlafen.	Soft music is often conducive to sleep.	CC-BY 2.0 (France) Attribution: tatoeba.org #272027 (CM) & #1329594 (samueldora)
x10487	verstärken	to intensify	sourced	verstärken	AUX,VERB	Sänger benutzen Mikrofone, um ihre Stimmen zu verstärken.	Singers use microphones to make their voices louder.	CC-BY 2.0 (France) Attribution: tatoeba.org #682341 (Source_VOA) & #707056 (Pfirsichbaeumchen)
x10488	abschwächen	to weaken	sourced	abgeschwächt	AUX,VERB	Der Dolmetscher hat Toms derbe Sprache beträchtlich abgeschwächt.	The interpreter toned down Tom’s coarse language considerably.	CC-BY 2.0 (France) Attribution: tatoeba.org #10910291 (sundown) & #4087758 (Pfirsichbaeumchen)
x10489	kompensieren	to compensate	sourced	kompensieren	AUX,VERB	Es ist schwierig, verlorene Zeit zu kompensieren.	It’s difficult to make up for lost time.	CC-BY 2.0 (France) Attribution: tatoeba.org #264934 (CK) & #404586 (xtofu80)
x10490	rechtfertigen	to justify	sourced	rechtfertigen	AUX,VERB	Ich muss meine Handlungen dir gegenüber nicht rechtfertigen.	I don’t need to justify my actions to you.	CC-BY 2.0 (France) Attribution: tatoeba.org #5068885 (mailohilohi) & #5070906 (brauchinet)
x10491	legitimieren	to legitimize	unsourced		AUX,VERB			
x10492	beanstanden	to object to / criticize	unsourced		AUX,VERB			
x10493	einräumen	to concede / grant	unsourced		AUX,VERB			
x10494	abwägen	to weigh up	unsourced		AUX,VERB			
x10495	erwidern	to reply / counter	sourced	erwiderte	AUX,VERB	Sie erwiderte, dass sie den Mann noch nie gesehen hat.	She replied that she had never seen the man before.	CC-BY 2.0 (France) Attribution: tatoeba.org #311330 (CM) & #1197333 (Manfredo)
x10496	einwenden	to object	sourced	einzuwenden	AUX,VERB	Er wird etwas dagegen einzuwenden haben, dass du ins Ausland gehst.	He will object to your going abroad.	CC-BY 2.0 (France) Attribution: tatoeba.org #295620 (CK) & #2430394 (al_ex_an_der)
x10497	bekräftigen	to reaffirm	unsourced		AUX,VERB			
x10498	unterstellen	to allege / assume	sourced	unterstellen	AUX,VERB	Ich habe das, was Sie mir unterstellen, nicht getan.	I didn’t do what you say I did.	CC-BY 2.0 (France) Attribution: tatoeba.org #6259417 (CK) & #12681711 (Waldelfe)
x10499	andeuten	to hint / indicate	sourced	angedeutet	AUX,VERB	Sie hat angedeutet, dass sie vielleicht im Ausland studieren wird.	She hinted that she might study abroad.	CC-BY 2.0 (France) Attribution: tatoeba.org #317411 (CM) & #446399 (al_ex_an_der)
x10500	hervorheben	to highlight	sourced	hervorheben	AUX,VERB	Diesen Punkt möchte ich besonders hervorheben.	I want to emphasize this point in particular.	CC-BY 2.0 (France) Attribution: tatoeba.org #33531 (CK) & #1866631 (Tamy)
x10501	veranschaulichen	to illustrate	unsourced		AUX,VERB			
x10502	umreißen	to outline	unsourced		AUX,VERB			
x10503	strukturieren	to structure	unsourced		AUX,VERB			
x10504	synthetisieren	to synthesize	unsourced		AUX,VERB			
x10505	reformulieren	to reformulate	unsourced		AUX,VERB			
x10506	paraphrasieren	to paraphrase	unsourced		AUX,VERB			
x10507	differenziert	nuanced / differentiated	unsourced		ADJ,ADV,VERB			
x10508	kohärent	coherent	unsourced		ADJ,ADV			
x10509	konsistent	consistent	unsourced		ADJ,ADV			
x10510	inkonsistent	inconsistent	unsourced		ADJ,ADV			
x10511	robust	robust	sourced	robuste	ADJ,ADV	Exporte und Investitionen waren die Hauptantriebe für das robuste Wachstum der Slowakei in den letzten Jahren.	Exports and investment have been key drivers of Slovakia’s robust growth in recent years.	CC-BY 2.0 (France) Attribution: tatoeba.org #8907291 (The_World_Factbook) & #11760777 (Yorwba)
x10512	valide	valid	unsourced		ADJ,ADV			
x10513	relevant	relevant	sourced	relevant	ADJ,ADV	Dein Kommentar ist in dieser Angelegenheit nicht relevant.	Your comment isn’t relevant to the matter.	CC-BY 2.0 (France) Attribution: tatoeba.org #7492997 (CK) & #12511580 (Naina)
x10514	irrelevant	irrelevant	sourced	irrelevant	ADJ,ADV	Das ist jetzt irrelevant.	That’s irrelevant now.	CC-BY 2.0 (France) Attribution: tatoeba.org #5769790 (CK) & #8821052 (wolfgangth)
x10515	signifikant	significant	sourced	signifikant	ADJ,ADV	In den Jahren 2016 und 2017 haben sich die Asylanträge in den Vereinigten Staaten und Brasilien signifikant erhöht.	Asylum applications increased significantly in the US and Brazil in 2016 and 2017.	CC-BY 2.0 (France) Attribution: tatoeba.org #8905583 (The_World_Factbook) & #13400032 (Waldelfe)
x10516	repräsentativ	representative	unsourced		ADJ,ADV			
x10517	vergleichbar	comparable	sourced	vergleichbare	ADJ,ADV	In 56 % aller Fälle zahlen Frauen für vergleichbare Kosmetikartikel mehr als Männer.	Women pay more than men for comparable personal care products 56% of the time.	CC-BY 2.0 (France) Attribution: tatoeba.org #8264216 (Hybrid) & #8264524 (Pfirsichbaeumchen)
x10518	übertragbar	transferable	unsourced		ADJ,ADV			
x10519	vertretbar	defensible / acceptable	unsourced		ADJ,ADV			
x10520	umstritten	controversial	sourced	umstritten	ADJ,ADV	Dieser Film ist sehr umstritten.	This movie is highly controversial.	CC-BY 2.0 (France) Attribution: tatoeba.org #1446472 (Spamster) & #1552452 (Esperantostern)
x10521	maßgeblich	decisive / authoritative	unsourced		ADJ,ADV			
x10522	grundlegend	fundamental	sourced	grundlegende	ADJ,ADV	Das ist eine grundlegende Frage, die angesprochen werden muss.	That’s a fundamental question that needs to be addressed.	CC-BY 2.0 (France) Attribution: tatoeba.org #8567909 (CK) & #12731860 (Waldelfe)
x10523	differenziert betrachten	to consider in a nuanced way	unsourced		AUX,VERB			
x10524	genau genommen	strictly speaking	sourced	genommen	VERB	Genau genommen ist sie für den Job nicht qualifiziert.	Strictly speaking, she’s not qualified for the job.	CC-BY 2.0 (France) Attribution: tatoeba.org #239511 (CM) & #1757542 (Zaghawa)
